x/y;90.00 speed;90.00 dir;88.99 speed;88.99 dir;87.98 speed;87.98 dir;86.97 speed;86.97 dir;85.96 speed;85.96 dir;84.94 speed;84.94 dir;83.93 speed;83.93 dir;82.92 speed;82.92 dir;81.91 speed;81.91 dir;80.90 speed;80.90 dir;79.89 speed;79.89 dir;78.88 speed;78.88 dir;77.87 speed;77.87 dir;76.85 speed;76.85 dir;75.84 speed;75.84 dir;74.83 speed;74.83 dir;73.82 speed;73.82 dir;72.81 speed;72.81 dir;71.80 speed;71.80 dir;70.79 speed;70.79 dir;69.78 speed;69.78 dir;68.76 speed;68.76 dir;67.75 speed;67.75 dir;66.74 speed;66.74 dir;65.73 speed;65.73 dir;64.72 speed;64.72 dir;63.71 speed;63.71 dir;62.70 speed;62.70 dir;61.69 speed;61.69 dir;60.67 speed;60.67 dir;59.66 speed;59.66 dir;58.65 speed;58.65 dir;57.64 speed;57.64 dir;56.63 speed;56.63 dir;55.62 speed;55.62 dir;54.61 speed;54.61 dir;53.60 speed;53.60 dir;52.58 speed;52.58 dir;51.57 speed;51.57 dir;50.56 speed;50.56 dir;49.55 speed;49.55 dir;48.54 speed;48.54 dir;47.53 speed;47.53 dir;46.52 speed;46.52 dir;45.51 speed;45.51 dir;44.49 speed;44.49 dir;43.48 speed;43.48 dir;42.47 speed;42.47 dir;41.46 speed;41.46 dir;40.45 speed;40.45 dir;39.44 speed;39.44 dir;38.43 speed;38.43 dir;37.42 speed;37.42 dir;36.40 speed;36.40 dir;35.39 speed;35.39 dir;34.38 speed;34.38 dir;33.37 speed;33.37 dir;32.36 speed;32.36 dir;31.35 speed;31.35 dir;30.34 speed;30.34 dir;29.33 speed;29.33 dir;28.31 speed;28.31 dir;27.30 speed;27.30 dir;26.29 speed;26.29 dir;25.28 speed;25.28 dir;24.27 speed;24.27 dir;23.26 speed;23.26 dir;22.25 speed;22.25 dir;21.24 speed;21.24 dir;20.22 speed;20.22 dir;19.21 speed;19.21 dir;18.20 speed;18.20 dir;17.19 speed;17.19 dir;16.18 speed;16.18 dir;15.17 speed;15.17 dir;14.16 speed;14.16 dir;13.15 speed;13.15 dir;12.13 speed;12.13 dir;11.12 speed;11.12 dir;10.11 speed;10.11 dir;9.10 speed;9.10 dir;8.09 speed;8.09 dir;7.08 speed;7.08 dir;6.07 speed;6.07 dir;5.06 speed;5.06 dir;4.04 speed;4.04 dir;3.03 speed;3.03 dir;2.02 speed;2.02 dir;1.01 speed;1.01 dir;0.00 speed;0.00 dir
16.18;175.62;SW;177.15;SW;178.63;SW;180.05;SW;181.42;SW;182.74;SW;184.00;SW;185.21;SW;186.35;SW;187.44;SW;188.46;SW;189.43;SW;190.34;SW;191.19;SW;191.98;SW;192.71;SW;193.39;SW;194.01;SW;194.58;SW;195.09;SW;195.56;S;195.98;S;196.35;S;196.68;S;196.97;S;197.22;S;197.44;S;197.62;S;197.78;S;197.90;S;197.99;S;198.06;S;198.10;S;198.12;S;198.11;S;198.08;S;198.02;S;197.94;S;197.82;S;197.68;S;197.51;S;197.31;S;197.07;S;196.80;S;196.48;S;196.12;S;195.72;S;195.27;S;194.78;SE;194.23;SE;193.63;SE;192.97;SE;192.26;SE;191.49;SE;190.67;SE;189.78;SE;188.84;SE;187.83;SE;186.77;SE;185.65;SE;184.46;SE;183.23;SE;181.93;SE;180.58;SE;179.17;SE;177.71;SE;176.21;SE;174.65;SE;173.04;SE;171.39;SE;169.70;SE;167.97;SE;166.19;SE;164.39;SE;162.54;SE;160.67;SE;158.77;SE;156.84;SE;154.88;SE;152.91;SE;150.91;SE;148.90;SE;146.87;SE;144.83;SE;142.77;SE;140.71;SE;138.64;SE;136.56;SE;134.48;SE;132.40;SE
17.19;177.18;SW;178.71;SW;180.18;SW;181.60;SW;182.96;SW;184.26;SW;185.51;SW;186.69;SW;187.82;SW;188.88;SW;189.88;SW;190.82;SW;191.70;SW;192.52;SW;193.28;SW;193.97;SW;194.61;SW;195.20;SW;195.73;SW;196.20;SW;196.63;S;197.01;S;197.35;S;197.64;S;197.90;S;198.12;S;198.30;S;198.46;S;198.59;S;198.69;S;198.77;S;198.82;S;198.86;S;198.87;S;198.87;S;198.84;S;198.79;S;198.72;S;198.63;S;198.51;S;198.37;S;198.19;S;197.98;S;197.74;S;197.46;S;197.14;S;196.78;S;196.37;SE;195.91;SE;195.40;SE;194.84;SE;194.22;SE;193.55;SE;192.81;SE;192.02;SE;191.16;SE;190.25;SE;189.27;SE;188.23;SE;187.13;SE;185.96;SE;184.74;SE;183.46;SE;182.12;SE;180.72;SE;179.27;SE;177.77;SE;176.21;SE;174.61;SE;172.95;SE;171.26;SE;169.52;SE;167.74;SE;165.92;SE;164.07;SE;162.19;SE;160.27;SE;158.33;SE;156.36;SE;154.36;SE;152.35;SE;150.32;SE;148.27;SE;146.21;SE;144.13;SE;142.05;SE;139.96;SE;137.86;SE;135.76;SE;133.66;SE
18.20;178.70;SW;180.21;SW;181.68;SW;183.08;SW;184.43;SW;185.72;SW;186.95;SW;188.11;SW;189.21;SW;190.25;SW;191.22;SW;192.13;SW;192.97;SW;193.75;SW;194.47;SW;195.13;SW;195.73;SW;196.27;SW;196.75;SW;197.19;SW;197.57;S;197.91;S;198.20;S;198.45;S;198.67;S;198.85;S;199.00;S;199.13;S;199.23;S;199.31;S;199.37;S;199.41;S;199.43;S;199.44;S;199.44;S;199.42;S;199.38;S;199.33;S;199.26;S;199.17;S;199.05;S;198.91;S;198.74;S;198.54;S;198.30;S;198.02;S;197.70;S;197.34;SE;196.92;SE;196.46;SE;195.94;SE;195.36;SE;194.73;SE;194.03;SE;193.28;SE;192.46;SE;191.57;SE;190.62;SE;189.61;SE;188.53;SE;187.39;SE;186.19;SE;184.93;SE;183.60;SE;182.22;SE;180.77;SE;179.28;SE;177.73;SE;176.12;SE;174.47;SE;172.77;SE;171.03;SE;169.25;SE;167.42;SE;165.56;SE;163.66;SE;161.74;SE;159.78;SE;157.80;SE;155.79;SE;153.76;SE;151.71;SE;149.64;SE;147.56;SE;145.47;SE;143.36;SE;141.25;SE;139.13;SE;137.01;SE;134.88;SE
19.21;180.16;SW;181.67;SW;183.12;SW;184.51;SW;185.84;SW;187.11;SW;188.32;SW;189.45;SW;190.53;SW;191.53;SW;192.47;SW;193.34;SW;194.15;SW;194.89;SW;195.56;SW;196.17;SW;196.73;SW;197.22;SW;197.65;SW;198.04;SW;198.37;SW;198.65;S;198.90;S;199.10;S;199.27;S;199.41;S;199.53;S;199.62;S;199.68;S;199.74;S;199.77;S;199.80;S;199.82;S;199.82;S;199.82;S;199.81;S;199.79;S;199.75;S;199.71;S;199.64;S;199.56;S;199.46;S;199.33;S;199.17;S;198.98;S;198.75;S;198.48;S;198.17;SE;197.80;SE;197.39;SE;196.92;SE;196.39;SE;195.80;SE;195.15;SE;194.44;SE;193.66;SE;192.81;SE;191.90;SE;190.92;SE;189.87;SE;188.75;SE;187.57;SE;186.33;SE;185.02;SE;183.65;SE;182.22;SE;180.73;SE;179.19;SE;177.59;SE;175.94;SE;174.24;SE;172.50;SE;170.71;SE;168.88;SE;167.01;SE;165.11;SE;163.17;SE;161.20;SE;159.20;SE;157.18;SE;155.13;SE;153.07;SE;150.98;SE;148.88;SE;146.77;SE;144.65;SE;142.52;SE;140.38;SE;138.23;SE;136.09;SE
20.22;181.56;SW;183.06;SW;184.50;SW;185.88;SW;187.19;SW;188.43;SW;189.61;SW;190.72;SW;191.76;SW;192.73;SW;193.63;SW;194.47;SW;195.23;SW;195.92;SW;196.54;SW;197.10;SW;197.60;SW;198.04;SW;198.42;SW;198.74;SW;199.02;SW;199.25;S;199.43;S;199.58;S;199.70;S;199.79;S;199.86;S;199.91;S;199.94;S;199.96;S;199.98;S;199.99;S;199.99;S;199.99;S;199.99;S;199.99;S;199.98;S;199.97;S;199.95;S;199.92;S;199.88;S;199.82;S;199.74;S;199.63;S;199.50;S;199.32;S;199.11;SE;198.85;SE;198.55;SE;198.19;SE;197.77;SE;197.30;SE;196.76;SE;196.16;SE;195.50;SE;194.76;SE;193.96;SE;193.08;SE;192.14;SE;191.12;SE;190.04;SE;188.89;SE;187.67;SE;186.38;SE;185.03;SE;183.61;SE;182.14;SE;180.60;SE;179.01;SE;177.36;SE;175.67;SE;173.92;SE;172.13;SE;170.30;SE;168.42;SE;166.51;SE;164.56;SE;162.58;SE;160.57;SE;158.53;SE;156.47;SE;154.39;SE;152.29;SE;150.18;SE;148.05;SE;145.90;SE;143.75;SE;141.59;SE;139.43;SE;137.26;SE
21.24;182.91;SW;184.40;SW;185.82;SW;187.18;SW;188.47;SW;189.69;SW;190.84;SW;191.91;SW;192.92;SW;193.85;SW;194.71;SW;195.49;SW;196.20;SW;196.84;SW;197.41;SW;197.91;SW;198.35;SW;198.72;SW;199.04;SW;199.30;SW;199.51;SW;199.67;SW;199.80;S;199.89;S;199.95;S;199.98;S;200.00;S;200.00;S;199.99;S;199.98;S;199.96;S;199.95;S;199.94;S;199.94;S;199.94;S;199.95;S;199.96;S;199.97;S;199.99;S;200.00;S;200.00;S;199.99;S;199.96;S;199.91;S;199.84;S;199.72;S;199.58;SE;199.38;SE;199.14;SE;198.85;SE;198.50;SE;198.08;SE;197.61;SE;197.06;SE;196.45;SE;195.77;SE;195.01;SE;194.18;SE;193.28;SE;192.30;SE;191.25;SE;190.13;SE;188.94;SE;187.67;SE;186.34;SE;184.94;SE;183.48;SE;181.96;SE;180.37;SE;178.74;SE;177.04;SE;175.30;SE;173.51;SE;171.67;SE;169.79;SE;167.87;SE;165.91;SE;163.92;SE;161.90;SE;159.86;SE;157.78;SE;155.69;SE;153.57;SE;151.44;SE;149.29;SE;147.13;SE;144.96;SE;142.78;SE;140.60;SE;138.41;SE
22.25;184.20;SW;185.67;SW;187.08;SW;188.41;SW;189.67;SW;190.87;SW;191.98;SW;193.02;SW;193.99;SW;194.87;SW;195.68;SW;196.41;SW;197.07;SW;197.65;SW;198.16;SW;198.59;SW;198.96;SW;199.26;SW;199.51;SW;199.70;SW;199.83;SW;199.93;SW;199.98;S;200.00;S;199.99;S;199.96;S;199.92;S;199.87;S;199.82;S;199.76;S;199.72;S;199.68;S;199.66;S;199.65;S;199.65;S;199.67;S;199.70;S;199.74;S;199.80;S;199.85;S;199.90;S;199.95;S;199.98;S;200.00;S;199.99;S;199.95;SE;199.87;SE;199.75;SE;199.59;SE;199.36;SE;199.08;SE;198.74;SE;198.33;SE;197.85;SE;197.30;SE;196.67;SE;195.97;SE;195.19;SE;194.33;SE;193.40;SE;192.38;SE;191.30;SE;190.13;SE;188.90;SE;187.59;SE;186.21;SE;184.77;SE;183.26;SE;181.69;SE;180.06;SE;178.37;SE;176.63;SE;174.84;SE;173.00;SE;171.11;SE;169.19;SE;167.23;SE;165.23;SE;163.20;SE;161.14;SE;159.05;SE;156.94;SE;154.81;SE;152.66;SE;150.50;SE;148.32;SE;146.13;SE;143.94;SE;141.74;SE;139.53;SE
23.26;185.44;SW;186.89;SW;188.27;SW;189.58;SW;190.81;SW;191.97;SW;193.05;SW;194.05;SW;194.97;SW;195.81;SW;196.56;SW;197.23;SW;197.83;SW;198.34;SW;198.78;SW;199.14;SW;199.44;SW;199.66;SW;199.83;SW;199.93;SW;199.99;SW;200.00;SW;199.97;SW;199.91;S;199.83;S;199.73;S;199.62;S;199.51;S;199.40;S;199.30;S;199.22;S;199.16;S;199.12;S;199.10;S;199.11;S;199.14;S;199.19;S;199.27;S;199.36;S;199.47;S;199.58;S;199.69;S;199.79;S;199.88;S;199.95;S;199.99;SE;200.00;SE;199.96;SE;199.87;SE;199.73;SE;199.53;SE;199.26;SE;198.93;SE;198.52;SE;198.03;SE;197.47;SE;196.82;SE;196.10;SE;195.29;SE;194.41;SE;193.44;SE;192.39;SE;191.26;SE;190.06;SE;188.77;SE;187.42;SE;186.00;SE;184.50;SE;182.94;SE;181.32;SE;179.64;SE;177.91;SE;176.12;SE;174.28;SE;172.40;SE;170.47;SE;168.50;SE;166.49;SE;164.45;SE;162.38;SE;160.29;SE;158.16;SE;156.02;SE;153.86;SE;151.68;SE;149.48;SE;147.28;SE;145.06;SE;142.84;SE;140.62;SE
24.27;186.61;SW;188.04;SW;189.40;SW;190.68;SW;191.88;SW;193.00;SW;194.04;SW;194.99;SW;195.86;SW;196.64;SW;197.34;SW;197.95;SW;198.48;SW;198.92;SW;199.28;SW;199.56;SW;199.77;SW;199.91;SW;199.98;SW;200.00;SW;199.96;SW;199.88;SW;199.76;SW;199.62;S;199.45;S;199.27;S;199.08;S;198.90;S;198.73;S;198.58;S;198.46;S;198.36;S;198.30;S;198.28;S;198.29;S;198.34;S;198.42;S;198.53;S;198.67;S;198.84;S;199.01;S;199.20;S;199.38;S;199.55;S;199.71;SE;199.84;SE;199.94;SE;199.99;SE;200.00;SE;199.94;SE;199.83;SE;199.65;SE;199.39;SE;199.06;SE;198.65;SE;198.16;SE;197.58;SE;196.92;SE;196.17;SE;195.33;SE;194.41;SE;193.40;SE;192.32;SE;191.14;SE;189.89;SE;188.57;SE;187.16;SE;185.69;SE;184.15;SE;182.54;SE;180.87;SE;179.14;SE;177.35;SE;175.52;SE;173.63;SE;171.70;SE;169.73;SE;167.72;SE;165.67;SE;163.59;SE;161.48;SE;159.35;SE;157.19;SE;155.01;SE;152.82;SE;150.61;SE;148.39;SE;146.16;SE;143.92;SE;141.68;SE
25.28;187.73;SW;189.14;SW;190.46;SW;191.71;SW;192.88;SW;193.96;SW;194.95;SW;195.85;SW;196.67;SW;197.39;SW;198.02;SW;198.56;SW;199.01;SW;199.37;SW;199.65;SW;199.84;SW;199.96;SW;200.00;SW;199.97;SW;199.89;SW;199.75;SW;199.57;SW;199.35;SW;199.10;S;198.83;S;198.56;S;198.29;S;198.03;S;197.80;S;197.59;S;197.42;S;197.29;S;197.20;S;197.17;S;197.18;S;197.25;S;197.36;S;197.52;S;197.71;S;197.94;S;198.19;S;198.46;S;198.73;S;199.00;S;199.25;SE;199.49;SE;199.69;SE;199.84;SE;199.95;SE;200.00;SE;199.98;SE;199.89;SE;199.73;SE;199.49;SE;199.16;SE;198.74;SE;198.24;SE;197.64;SE;196.95;SE;196.17;SE;195.30;SE;194.34;SE;193.30;SE;192.16;SE;190.95;SE;189.65;SE;188.27;SE;186.82;SE;185.29;SE;183.70;SE;182.04;SE;180.32;SE;178.54;SE;176.71;SE;174.82;SE;172.89;SE;170.91;SE;168.90;SE;166.84;SE;164.75;SE;162.64;SE;160.49;SE;158.32;SE;156.13;SE;153.92;SE;151.70;SE;149.46;SE;147.22;SE;144.96;SE;142.71;SE
26.29;188.78;SW;190.16;SW;191.46;SW;192.67;SW;193.80;SW;194.84;SW;195.78;SW;196.63;SW;197.38;SW;198.04;SW;198.60;SW;199.06;SW;199.43;SW;199.70;SW;199.89;SW;199.98;SW;200.00;SW;199.93;SW;199.80;SW;199.60;SW;199.34;SW;199.05;SW;198.71;SW;198.35;SW;197.98;S;197.60;S;197.24;S;196.89;S;196.58;S;196.30;S;196.07;S;195.90;S;195.79;S;195.75;S;195.77;S;195.85;S;196.00;S;196.21;S;196.47;S;196.77;S;197.10;S;197.46;S;197.84;S;198.21;S;198.58;SE;198.92;SE;199.24;SE;199.51;SE;199.73;SE;199.89;SE;199.98;SE;200.00;SE;199.93;SE;199.78;SE;199.54;SE;199.21;SE;198.79;SE;198.26;SE;197.64;SE;196.93;SE;196.11;SE;195.20;SE;194.20;SE;193.11;SE;191.93;SE;190.66;SE;189.31;SE;187.89;SE;186.38;SE;184.80;SE;183.16;SE;181.45;SE;179.68;SE;177.85;SE;175.96;SE;174.03;SE;172.05;SE;170.03;SE;167.97;SE;165.88;SE;163.75;SE;161.60;SE;159.42;SE;157.21;SE;154.99;SE;152.75;SE;150.50;SE;148.24;SE;145.97;SE;143.70;SE
27.30;189.78;SW;191.13;SW;192.39;SW;193.57;SW;194.65;SW;195.64;SW;196.53;SW;197.32;SW;198.01;SW;198.59;SW;199.08;SW;199.46;SW;199.73;SW;199.91;SW;199.99;SW;199.98;SW;199.88;SW;199.70;SW;199.44;SW;199.12;SW;198.74;SW;198.31;SW;197.85;SW;197.37;SW;196.87;S;196.38;S;195.90;S;195.46;S;195.05;S;194.70;S;194.41;S;194.20;S;194.06;S;194.00;S;194.03;S;194.14;S;194.32;S;194.59;S;194.91;S;195.30;S;195.73;S;196.20;S;196.68;S;197.18;SE;197.67;SE;198.14;SE;198.58;SE;198.98;SE;199.33;SE;199.61;SE;199.82;SE;199.95;SE;200.00;SE;199.95;SE;199.81;SE;199.57;SE;199.23;SE;198.79;SE;198.24;SE;197.59;SE;196.84;SE;195.99;SE;195.04;SE;193.99;SE;192.85;SE;191.62;SE;190.30;SE;188.89;SE;187.41;SE;185.85;SE;184.22;SE;182.52;SE;180.76;SE;178.94;SE;177.06;SE;175.13;SE;173.15;SE;171.13;SE;169.06;SE;166.96;SE;164.83;SE;162.66;SE;160.47;SE;158.26;SE;156.02;SE;153.77;SE;151.51;SE;149.23;SE;146.95;SE;144.66;E
28.31;190.71;SW;192.03;SW;193.26;SW;194.39;SW;195.43;SW;196.37;SW;197.20;SW;197.92;SW;198.54;SW;199.05;SW;199.45;SW;199.74;SW;199.92;SW;200.00;SW;199.97;SW;199.84;SW;199.62;SW;199.31;SW;198.92;SW;198.45;SW;197.93;SW;197.36;SW;196.76;SW;196.13;SW;195.50;SW;194.88;S;194.28;S;193.72;S;193.21;S;192.78;S;192.42;S;192.15;S;191.97;S;191.90;S;191.93;S;192.07;S;192.30;S;192.63;S;193.04;S;193.52;S;194.06;S;194.65;S;195.26;S;195.90;SE;196.52;SE;197.14;SE;197.72;SE;198.26;SE;198.75;SE;199.17;SE;199.51;SE;199.77;SE;199.93;SE;200.00;SE;199.96;SE;199.82;SE;199.57;SE;199.22;SE;198.75;SE;198.17;SE;197.49;SE;196.69;SE;195.79;SE;194.80;SE;193.70;SE;192.50;SE;191.22;SE;189.84;SE;188.39;SE;186.85;SE;185.23;SE;183.55;SE;181.80;SE;179.98;SE;178.11;SE;176.18;SE;174.20;SE;172.17;SE;170.11;SE;168.00;SE;165.86;SE;163.69;SE;161.49;SE;159.26;SE;157.02;SE;154.75;SE;152.48;SE;150.19;E;147.89;E;145.58;E
29.33;191.58;SW;192.86;SW;194.06;SW;195.15;SW;196.14;SW;197.02;SW;197.79;SW;198.45;SW;198.99;SW;199.42;SW;199.73;SW;199.92;SW;200.00;SW;199.96;SW;199.81;SW;199.56;SW;199.20;SW;198.75;SW;198.21;SW;197.60;SW;196.92;SW;196.19;SW;195.43;SW;194.65;SW;193.86;SW;193.09;S;192.35;S;191.66;S;191.04;S;190.50;S;190.06;S;189.73;S;189.52;S;189.43;S;189.47;S;189.64;S;189.92;S;190.32;S;190.83;S;191.42;S;192.08;S;192.80;S;193.57;SE;194.35;SE;195.13;SE;195.91;SE;196.65;SE;197.35;SE;197.99;SE;198.55;SE;199.04;SE;199.43;SE;199.73;SE;199.92;SE;200.00;SE;199.96;SE;199.82;SE;199.55;SE;199.17;SE;198.67;SE;198.05;SE;197.32;SE;196.48;SE;195.53;SE;194.48;SE;193.33;SE;192.08;SE;190.73;SE;189.30;SE;187.78;SE;186.19;SE;184.52;SE;182.78;SE;180.97;SE;179.10;SE;177.18;SE;175.20;SE;173.17;SE;171.10;SE;168.99;SE;166.85;SE;164.67;SE;162.46;SE;160.23;SE;157.97;E;155.70;E;153.41;E;151.10;E;148.79;E;146.47;E
30.34;192.39;SW;193.64;SW;194.79;SW;195.83;SW;196.77;SW;197.59;SW;198.30;SW;198.89;SW;199.35;SW;199.69;SW;199.91;SW;200.00;SW;199.96;SW;199.80;SW;199.53;SW;199.13;SW;198.63;SW;198.02;SW;197.33;SW;196.55;SW;195.70;SW;194.79;SW;193.86;SW;192.90;SW;191.94;SW;191.00;S;190.10;S;189.27;S;188.51;S;187.86;S;187.33;S;186.93;S;186.67;S;186.57;S;186.62;S;186.82;S;187.16;S;187.65;S;188.25;S;188.97;S;189.78;S;190.65;S;191.58;SE;192.53;SE;193.49;SE;194.44;SE;195.36;SE;196.23;SE;197.04;SE;197.77;SE;198.41;SE;198.95;SE;199.39;SE;199.71;SE;199.92;SE;200.00;SE;199.96;SE;199.79;SE;199.49;SE;199.08;SE;198.54;SE;197.87;SE;197.10;SE;196.20;SE;195.20;SE;194.09;SE;192.87;SE;191.56;SE;190.16;SE;188.67;SE;187.09;SE;185.44;SE;183.71;SE;181.91;SE;180.05;SE;178.13;SE;176.16;SE;174.13;SE;172.06;SE;169.94;SE;167.79;SE;165.61;SE;163.39;E;161.15;E;158.88;E;156.60;E;154.30;E;151.98;E;149.66;E;147.32;E
31.35;193.14;SW;194.35;SW;195.46;SW;196.46;SW;197.34;SW;198.10;SW;198.74;SW;199.25;SW;199.63;SW;199.88;SW;199.99;SW;199.97;SW;199.82;SW;199.53;SW;199.11;SW;198.57;SW;197.91;SW;197.14;SW;196.27;SW;195.30;SW;194.27;SW;193.17;SW;192.03;SW;190.88;SW;189.73;SW;188.60;SW;187.52;S;186.52;S;185.62;S;184.84;S;184.20;S;183.72;S;183.41;S;183.28;S;183.34;S;183.58;S;184.00;S;184.58;S;185.31;S;186.17;S;187.13;S;188.19;S;189.30;SE;190.44;SE;191.60;SE;192.74;SE;193.86;SE;194.92;SE;195.91;SE;196.82;SE;197.63;SE;198.34;SE;198.92;SE;199.39;SE;199.72;SE;199.93;SE;200.00;SE;199.94;SE;199.74;SE;199.41;SE;198.95;SE;198.36;SE;197.64;SE;196.80;SE;195.85;SE;194.78;SE;193.61;SE;192.33;SE;190.96;SE;189.49;SE;187.94;SE;186.30;SE;184.59;SE;182.80;SE;180.95;SE;179.04;SE;177.06;SE;175.04;SE;172.97;SE;170.85;E;168.69;E;166.50;E;164.28;E;162.03;E;159.76;E;157.46;E;155.15;E;152.82;E;150.48;E;148.14;E
32.36;193.83;SW;195.01;SW;196.07;SW;197.01;SW;197.84;SW;198.54;SW;199.10;SW;199.53;SW;199.83;SW;199.98;SW;199.99;SW;199.85;SW;199.57;SW;199.14;SW;198.58;SW;197.88;SW;197.05;SW;196.10;SW;195.03;SW;193.87;SW;192.63;SW;191.32;SW;189.97;SW;188.59;SW;187.22;SW;185.88;SW;184.60;S;183.41;S;182.34;S;181.41;S;180.65;S;180.07;S;179.71;S;179.56;S;179.62;S;179.91;S;180.41;S;181.10;S;181.97;S;182.99;S;184.14;S;185.39;SE;186.71;SE;188.07;SE;189.45;SE;190.81;SE;192.14;SE;193.41;SE;194.61;SE;195.71;SE;196.70;SE;197.58;SE;198.33;SE;198.95;SE;199.42;SE;199.76;SE;199.95;SE;200.00;SE;199.90;SE;199.66;SE;199.28;SE;198.77;SE;198.12;SE;197.34;SE;196.44;SE;195.42;SE;194.29;SE;193.05;SE;191.71;SE;190.27;SE;188.73;SE;187.12;SE;185.42;SE;183.64;SE;181.80;SE;179.89;SE;177.92;SE;175.90;E;173.83;E;171.71;E;169.55;E;167.36;E;165.13;E;162.87;E;160.59;E;158.28;E;155.96;E;153.62;E;151.27;E;148.92;E
33.37;194.47;SW;195.60;SW;196.62;SW;197.51;SW;198.27;SW;198.91;SW;199.40;SW;199.75;SW;199.95;SW;200.00;SW;199.89;SW;199.64;SW;199.22;SW;198.65;SW;197.93;SW;197.06;SW;196.05;SW;194.90;SW;193.64;SW;192.26;SW;190.79;SW;189.24;SW;187.65;SW;186.03;SW;184.42;SW;182.84;SW;181.33;SW;179.93;S;178.66;S;177.56;S;176.65;S;175.97;S;175.54;S;175.36;S;175.44;S;175.78;S;176.37;S;177.19;S;178.22;S;179.43;S;180.79;S;182.26;SE;183.82;SE;185.42;SE;187.04;SE;188.65;SE;190.21;SE;191.71;SE;193.13;SE;194.44;SE;195.63;SE;196.70;SE;197.62;SE;198.40;SE;199.03;SE;199.50;SE;199.82;SE;199.98;SE;199.98;SE;199.84;SE;199.55;SE;199.11;SE;198.53;SE;197.81;SE;196.97;SE;196.00;SE;194.91;SE;193.71;SE;192.40;SE;190.98;SE;189.47;SE;187.88;SE;186.19;SE;184.43;SE;182.60;SE;180.70;E;178.74;E;176.72;E;174.64;E;172.53;E;170.36;E;168.16;E;165.93;E;163.66;E;161.37;E;159.06;E;156.73;E;154.38;E;152.02;E;149.66;E
