x/y;90.00 speed;90.00 dir;88.99 speed;88.99 dir;87.98 speed;87.98 dir;86.97 speed;86.97 dir;85.96 speed;85.96 dir;84.94 speed;84.94 dir;83.93 speed;83.93 dir;82.92 speed;82.92 dir;81.91 speed;81.91 dir;80.90 speed;80.90 dir;79.89 speed;79.89 dir;78.88 speed;78.88 dir;77.87 speed;77.87 dir;76.85 speed;76.85 dir;75.84 speed;75.84 dir;74.83 speed;74.83 dir;73.82 speed;73.82 dir;72.81 speed;72.81 dir;71.80 speed;71.80 dir;70.79 speed;70.79 dir;69.78 speed;69.78 dir;68.76 speed;68.76 dir;67.75 speed;67.75 dir;66.74 speed;66.74 dir;65.73 speed;65.73 dir;64.72 speed;64.72 dir;63.71 speed;63.71 dir;62.70 speed;62.70 dir;61.69 speed;61.69 dir;60.67 speed;60.67 dir;59.66 speed;59.66 dir;58.65 speed;58.65 dir;57.64 speed;57.64 dir;56.63 speed;56.63 dir;55.62 speed;55.62 dir;54.61 speed;54.61 dir;53.60 speed;53.60 dir;52.58 speed;52.58 dir;51.57 speed;51.57 dir;50.56 speed;50.56 dir;49.55 speed;49.55 dir;48.54 speed;48.54 dir;47.53 speed;47.53 dir;46.52 speed;46.52 dir;45.51 speed;45.51 dir;44.49 speed;44.49 dir;43.48 speed;43.48 dir;42.47 speed;42.47 dir;41.46 speed;41.46 dir;40.45 speed;40.45 dir;39.44 speed;39.44 dir;38.43 speed;38.43 dir;37.42 speed;37.42 dir;36.40 speed;36.40 dir;35.39 speed;35.39 dir;34.38 speed;34.38 dir;33.37 speed;33.37 dir;32.36 speed;32.36 dir;31.35 speed;31.35 dir;30.34 speed;30.34 dir;29.33 speed;29.33 dir;28.31 speed;28.31 dir;27.30 speed;27.30 dir;26.29 speed;26.29 dir;25.28 speed;25.28 dir;24.27 speed;24.27 dir;23.26 speed;23.26 dir;22.25 speed;22.25 dir;21.24 speed;21.24 dir;20.22 speed;20.22 dir;19.21 speed;19.21 dir;18.20 speed;18.20 dir;17.19 speed;17.19 dir;16.18 speed;16.18 dir;15.17 speed;15.17 dir;14.16 speed;14.16 dir;13.15 speed;13.15 dir;12.13 speed;12.13 dir;11.12 speed;11.12 dir;10.11 speed;10.11 dir;9.10 speed;9.10 dir;8.09 speed;8.09 dir;7.08 speed;7.08 dir;6.07 speed;6.07 dir;5.06 speed;5.06 dir;4.04 speed;4.04 dir;3.03 speed;3.03 dir;2.02 speed;2.02 dir;1.01 speed;1.01 dir;0.00 speed;0.00 dir
34.38;195.05;SW;196.14;SW;197.11;SW;197.95;SW;198.65;SW;199.21;SW;199.63;SW;199.89;SW;200.00;SW;199.94;SW;199.72;SW;199.34;SW;198.79;SW;198.06;SW;197.18;SW;196.13;SW;194.92;SW;193.57;SW;192.08;SW;190.47;SW;188.75;SW;186.95;SW;185.10;SW;183.21;SW;181.32;SW;179.48;SW;177.71;SW;176.06;S;174.56;S;173.26;S;172.19;S;171.39;S;170.87;S;170.66;S;170.76;S;171.16;S;171.86;S;172.83;S;174.04;S;175.47;S;177.07;SE;178.80;SE;180.62;SE;182.49;SE;184.38;SE;186.26;SE;188.08;SE;189.83;SE;191.49;SE;193.02;SE;194.43;SE;195.69;SE;196.80;SE;197.75;SE;198.53;SE;199.15;SE;199.60;SE;199.88;SE;200.00;SE;199.95;SE;199.75;SE;199.39;SE;198.88;SE;198.23;SE;197.44;SE;196.52;SE;195.47;SE;194.31;SE;193.03;SE;191.65;SE;190.16;SE;188.59;SE;186.92;E;185.17;E;183.35;E;181.46;E;179.50;E;177.48;E;175.41;E;173.29;E;171.13;E;168.93;E;166.69;E;164.42;E;162.12;E;159.80;E;157.46;E;155.10;E;152.73;E;150.36;E
35.39;195.57;SW;196.62;SW;197.54;SW;198.33;SW;198.97;SW;199.46;SW;199.80;SW;199.97;SW;199.98;SW;199.82;SW;199.48;SW;198.96;SW;198.27;SW;197.39;SW;196.33;SW;195.09;SW;193.68;SW;192.11;SW;190.38;SW;188.52;SW;186.54;SW;184.46;SW;182.31;SW;180.12;SW;177.93;SW;175.79;SW;173.72;SW;171.79;SW;170.03;S;168.51;S;167.25;S;166.30;S;165.69;S;165.43;S;165.55;S;166.02;S;166.85;S;168.00;S;169.43;S;171.10;S;172.97;SE;174.99;SE;177.11;SE;179.29;SE;181.48;SE;183.65;SE;185.76;SE;187.78;SE;189.69;SE;191.47;SE;193.10;SE;194.58;SE;195.88;SE;197.01;SE;197.96;SE;198.72;SE;199.31;SE;199.71;SE;199.94;SE;200.00;SE;199.88;SE;199.61;SE;199.17;SE;198.59;SE;197.85;SE;196.99;SE;195.98;SE;194.86;SE;193.61;SE;192.26;SE;190.80;E;189.24;E;187.60;E;185.86;E;184.05;E;182.17;E;180.22;E;178.20;E;176.14;E;174.02;E;171.85;E;169.64;E;167.40;E;165.13;E;162.82;E;160.50;E;158.15;E;155.78;E;153.40;E;151.02;E
36.40;196.05;SW;197.05;SW;197.93;SW;198.65;SW;199.23;SW;199.65;SW;199.91;SW;200.00;SW;199.91;SW;199.64;SW;199.18;SW;198.52;SW;197.68;SW;196.63;SW;195.39;SW;193.96;SW;192.34;SW;190.53;SW;188.55;SW;186.42;SW;184.15;SW;181.77;SW;179.30;SW;176.78;SW;174.26;SW;171.77;SW;169.37;SW;167.12;SW;165.07;S;163.27;S;161.79;S;160.67;S;159.95;S;159.65;S;159.78;S;160.35;S;161.32;S;162.67;S;164.36;S;166.32;SE;168.50;SE;170.85;SE;173.31;SE;175.83;SE;178.35;SE;180.84;SE;183.26;SE;185.58;SE;187.76;SE;189.80;SE;191.67;SE;193.37;SE;194.87;SE;196.19;SE;197.31;SE;198.23;SE;198.95;SE;199.49;SE;199.83;SE;199.99;SE;199.97;SE;199.77;SE;199.41;SE;198.89;SE;198.22;SE;197.40;SE;196.44;SE;195.36;E;194.15;E;192.82;E;191.39;E;189.85;E;188.22;E;186.50;E;184.70;E;182.83;E;180.88;E;178.88;E;176.81;E;174.69;E;172.53;E;170.32;E;168.07;E;165.79;E;163.48;E;161.15;E;158.79;E;156.42;E;154.03;E;151.64;E
37.42;196.47;W;197.44;W;198.26;SW;198.93;SW;199.45;SW;199.80;SW;199.98;SW;199.98;SW;199.79;SW;199.40;SW;198.82;SW;198.03;SW;197.03;SW;195.82;SW;194.39;SW;192.75;SW;190.90;SW;188.86;SW;186.61;SW;184.20;SW;181.62;SW;178.91;SW;176.09;SW;173.21;SW;170.31;SW;167.45;SW;164.67;SW;162.05;SW;159.65;S;157.55;S;155.81;S;154.48;S;153.63;S;153.27;S;153.43;S;154.10;S;155.25;S;156.84;S;158.82;S;161.11;SE;163.66;SE;166.38;SE;169.22;SE;172.12;SE;175.01;SE;177.85;SE;180.61;SE;183.24;SE;185.72;SE;188.03;SE;190.15;SE;192.08;SE;193.79;SE;195.30;SE;196.59;SE;197.67;SE;198.54;SE;199.20;SE;199.66;SE;199.93;SE;200.00;SE;199.89;SE;199.60;SE;199.15;SE;198.53;SE;197.76;E;196.85;E;195.81;E;194.63;E;193.34;E;191.93;E;190.41;E;188.80;E;187.10;E;185.31;E;183.44;E;181.50;E;179.50;E;177.44;E;175.32;E;173.15;E;170.94;E;168.69;E;166.41;E;164.10;E;161.76;E;159.39;E;157.02;E;154.62;E;152.22;E
38.43;196.85;W;197.77;W;198.55;W;199.17;W;199.62;W;199.90;SW;200.00;SW;199.91;SW;199.62;SW;199.12;SW;198.41;SW;197.49;SW;196.33;SW;194.95;SW;193.33;SW;191.49;SW;189.41;SW;187.11;SW;184.59;SW;181.87;SW;178.96;SW;175.90;SW;172.71;SW;169.44;SW;166.13;SW;162.83;SW;159.63;SW;156.59;SW;153.79;SW;151.33;S;149.27;S;147.71;S;146.69;S;146.27;S;146.46;S;147.26;S;148.62;S;150.50;S;152.82;S;155.50;SE;158.46;SE;161.61;SE;164.87;SE;168.19;SE;171.48;SE;174.71;SE;177.82;SE;180.79;SE;183.58;SE;186.18;SE;188.56;SE;190.73;SE;192.66;SE;194.36;SE;195.84;SE;197.08;SE;198.09;SE;198.88;SE;199.46;SE;199.82;SE;199.99;SE;199.96;SE;199.75;E;199.36;E;198.80;E;198.08;E;197.22;E;196.21;E;195.07;E;193.80;E;192.42;E;190.92;E;189.33;E;187.64;E;185.86;E;184.01;E;182.08;E;180.08;E;178.02;E;175.90;E;173.73;E;171.52;E;169.27;E;166.98;E;164.67;E;162.32;E;159.95;E;157.57;E;155.17;E;152.75;E
39.44;197.19;W;198.07;W;198.79;W;199.36;W;199.75;W;199.96;W;199.99;W;199.81;SW;199.42;SW;198.81;SW;197.98;SW;196.91;SW;195.60;SW;194.05;SW;192.24;SW;190.18;SW;187.87;SW;185.31;SW;182.50;SW;179.47;SW;176.22;SW;172.79;SW;169.20;SW;165.49;SW;161.72;SW;157.96;SW;154.27;SW;150.75;SW;147.49;SW;144.60;S;142.17;S;140.32;S;139.11;S;138.61;S;138.84;S;139.78;S;141.40;S;143.62;S;146.35;SE;149.48;SE;152.91;SE;156.55;SE;160.30;SE;164.07;SE;167.81;SE;171.45;SE;174.94;SE;178.27;SE;181.38;SE;184.28;SE;186.93;SE;189.34;SE;191.49;SE;193.40;SE;195.05;SE;196.45;SE;197.60;SE;198.52;SE;199.22;SE;199.68;SE;199.94;E;199.99;E;199.85;E;199.53;E;199.03;E;198.36;E;197.54;E;196.57;E;195.46;E;194.22;E;192.86;E;191.39;E;189.81;E;188.14;E;186.37;E;184.52;E;182.60;E;180.61;E;178.55;E;176.44;E;174.27;E;172.06;E;169.80;E;167.51;E;165.19;E;162.84;E;160.47;E;158.08;E;155.67;E;153.25;E
40.45;197.48;W;198.32;W;199.00;W;199.52;W;199.85;W;199.99;W;199.94;W;199.68;W;199.19;W;198.48;W;197.52;SW;196.32;SW;194.86;SW;193.13;SW;191.14;SW;188.87;SW;186.32;SW;183.49;SW;180.39;SW;177.04;SW;173.43;SW;169.60;SW;165.58;SW;161.42;SW;157.15;SW;152.86;SW;148.63;SW;144.56;SW;140.76;SW;137.37;SW;134.50;S;132.30;S;130.86;S;130.25;S;130.53;S;131.66;S;133.59;S;136.21;S;139.42;SE;143.09;SE;147.07;SE;151.25;SE;155.53;SE;159.81;SE;164.02;SE;168.10;SE;172.01;SE;175.70;SE;179.15;SE;182.35;SE;185.28;SE;187.93;SE;190.31;SE;192.41;SE;194.24;SE;195.80;SE;197.10;SE;198.15;SE;198.95;E;199.52;E;199.87;E;200.00;E;199.93;E;199.66;E;199.22;E;198.60;E;197.82;E;196.88;E;195.81;E;194.60;E;193.26;E;191.81;E;190.25;E;188.59;E;186.83;E;184.99;E;183.08;E;181.09;E;179.04;E;176.92;E;174.76;E;172.54;E;170.29;E;168.00;E;165.67;E;163.32;E;160.94;E;158.54;E;156.13;E;153.70;E
41.46;197.74;W;198.54;W;199.18;W;199.64;W;199.92;W;200.00;W;199.87;W;199.53;W;198.95;W;198.13;W;197.06;W;195.73;W;194.12;SW;192.22;SW;190.04;SW;187.56;SW;184.77;SW;181.68;SW;178.29;SW;174.61;SW;170.63;SW;166.40;SW;161.93;SW;157.27;SW;152.47;SW;147.61;SW;142.77;SW;138.07;SW;133.65;SW;129.66;SW;126.26;S;123.62;S;121.89;S;121.16;S;121.49;S;122.85;S;125.16;S;128.29;SE;132.08;SE;136.36;SE;140.97;SE;145.77;SE;150.64;SE;155.47;SE;160.19;SE;164.74;SE;169.06;SE;173.14;SE;176.93;SE;180.44;SE;183.64;SE;186.54;SE;189.14;SE;191.43;SE;193.44;SE;195.15;E;196.59;E;197.76;E;198.67;E;199.34;E;199.77;E;199.98;E;199.97;E;199.77;E;199.37;E;198.80;E;198.06;E;197.16;E;196.11;E;194.93;E;193.61;E;192.18;E;190.64;E;188.99;E;187.25;E;185.42;E;183.51;E;181.52;E;179.47;E;177.36;E;175.20;E;172.99;E;170.73;E;168.43;E;166.11;E;163.75;E;161.37;E;158.97;E;156.55;E;154.11;E
42.47;197.96;W;198.72;W;199.32;W;199.74;W;199.96;W;199.98;W;199.79;W;199.37;W;198.70;W;197.79;W;196.60;W;195.14;W;193.39;W;191.34;W;188.97;W;186.29;SW;183.27;SW;179.93;SW;176.24;SW;172.23;SW;167.89;SW;163.24;SW;158.31;SW;153.13;SW;147.76;SW;142.27;SW;136.76;SW;131.35;SW;126.21;SW;121.50;SW;117.46;S;114.28;S;112.18;S;111.29;S;111.70;S;113.35;S;116.14;S;119.88;SE;124.36;SE;129.37;SE;134.70;SE;140.18;SE;145.69;SE;151.12;SE;156.37;SE;161.40;SE;166.16;SE;170.62;SE;174.76;SE;178.57;SE;182.05;SE;185.19;SE;188.00;SE;190.48;E;192.65;E;194.51;E;196.08;E;197.37;E;198.39;E;199.14;E;199.66;E;199.94;E;199.99;E;199.85;E;199.50;E;198.97;E;198.27;E;197.40;E;196.38;E;195.22;E;193.93;E;192.51;E;190.98;E;189.35;E;187.61;E;185.79;E;183.89;E;181.91;E;179.86;E;177.76;E;175.59;E;173.38;E;171.12;E;168.83;E;166.50;E;164.14;E;161.75;E;159.34;E;156.92;E;154.48;E
43.48;198.14;W;198.88;W;199.44;W;199.81;W;199.99;W;199.95;W;199.70;W;199.20;W;198.46;W;197.45;W;196.16;W;194.58;W;192.70;W;190.50;W;187.96;W;185.08;W;181.85;W;178.25;SW;174.29;SW;169.95;SW;165.24;SW;160.18;SW;154.78;SW;149.07;SW;143.11;SW;136.96;SW;130.71;SW;124.51;SW;118.52;SW;112.98;SW;108.13;SW;104.28;S;101.70;S;100.61;S;101.10;S;103.14;S;106.54;S;111.05;SE;116.36;SE;122.21;SE;128.35;SE;134.60;SE;140.80;SE;146.85;SE;152.66;SE;158.18;SE;163.37;SE;168.21;SE;172.69;SE;176.80;SE;180.53;E;183.90;E;186.91;E;189.58;E;191.91;E;193.91;E;195.60;E;197.00;E;198.11;E;198.95;E;199.54;E;199.88;E;200.00;E;199.90;E;199.60;E;199.11;E;198.44;E;197.60;E;196.61;E;195.47;E;194.20;E;192.80;E;191.28;E;189.66;E;187.94;E;186.12;E;184.23;E;182.25;E;180.21;E;178.10;E;175.94;E;173.73;E;171.47;E;169.17;E;166.84;E;164.48;E;162.09;E;159.68;E;157.25;E;154.81;E
44.49;198.30;W;199.00;W;199.53;W;199.87;W;200.00;W;199.91;W;199.60;W;199.04;W;198.22;W;197.13;W;195.75;W;194.07;W;192.06;W;189.72;W;187.03;W;183.97;W;180.53;W;176.70;W;172.47;W;167.83;SW;162.77;SW;157.31;SW;151.45;SW;145.21;SW;138.64;SW;131.79;SW;124.76;SW;117.68;SW;110.75;SW;104.20;SW;98.37;SW;93.65;S;90.43;S;89.06;S;89.68;S;92.23;S;96.43;SE;101.89;SE;108.21;SE;115.03;SE;122.08;SE;129.15;SE;136.08;SE;142.76;SE;149.13;SE;155.14;SE;160.75;SE;165.96;SE;170.76;E;175.15;E;179.13;E;182.71;E;185.91;E;188.74;E;191.22;E;193.35;E;195.15;E;196.65;E;197.84;E;198.76;E;199.42;E;199.82;E;199.99;E;199.94;E;199.68;E;199.22;E;198.59;E;197.78;E;196.81;E;195.69;E;194.43;E;193.05;E;191.54;E;189.93;E;188.22;E;186.41;E;184.52;E;182.55;E;180.51;E;178.40;E;176.24;E;174.03;E;171.77;E;169.47;E;167.14;E;164.77;E;162.38;E;159.97;E;157.54;E;155.09;E
45.51;198.43;W;199.11;W;199.60;W;199.91;W;200.00;W;199.87;W;199.51;W;198.89;W;198.01;W;196.85;W;195.38;W;193.60;W;191.49;W;189.03;W;186.19;W;182.97;W;179.35;W;175.31;W;170.83;W;165.91;W;160.53;W;154.69;W;148.39;SW;141.65;SW;134.48;SW;126.93;SW;119.09;SW;111.08;SW;103.08;SW;95.36;SW;88.31;SW;82.46;SW;78.38;S;76.61;S;77.41;S;80.67;S;85.93;SE;92.59;SE;100.11;SE;108.04;SE;116.07;SE;124.00;SE;131.66;SE;138.98;SE;145.89;SE;152.36;SE;158.38;E;163.93;E;169.03;E;173.67;E;177.87;E;181.65;E;185.02;E;188.00;E;190.60;E;192.84;E;194.75;E;196.33;E;197.60;E;198.59;E;199.31;E;199.76;E;199.98;E;199.97;E;199.74;E;199.32;E;198.70;E;197.92;E;196.97;E;195.87;E;194.63;E;193.25;E;191.76;E;190.16;E;188.45;E;186.65;E;184.76;E;182.80;E;180.76;E;178.66;E;176.50;E;174.28;E;172.02;E;169.72;E;167.39;E;165.02;E;162.63;E;160.21;E;157.78;E;155.33;E
46.52;198.53;W;199.19;W;199.66;W;199.93;W;199.99;W;199.83;W;199.43;W;198.76;W;197.83;W;196.60;W;195.07;W;193.21;W;191.00;W;188.43;W;185.48;W;182.12;W;178.34;W;174.12;W;169.43;W;164.26;W;158.60;W;152.42;W;145.72;W;138.51;W;130.78;SW;122.57;SW;113.93;SW;104.95;SW;95.81;SW;86.76;SW;78.24;SW;70.88;SW;65.56;S;63.20;S;64.28;S;68.58;SE;75.27;SE;83.45;SE;92.36;SE;101.51;SE;110.57;SE;119.35;SE;127.73;SE;135.64;E;143.05;E;149.95;E;156.32;E;162.18;E;167.53;E;172.40;E;176.80;E;180.74;E;184.26;E;187.36;E;190.07;E;192.41;E;194.40;E;196.06;E;197.40;E;198.44;E;199.21;E;199.71;E;199.96;E;199.98;E;199.79;E;199.39;E;198.80;E;198.03;E;197.10;E;196.01;E;194.78;E;193.42;E;191.94;E;190.34;E;188.64;E;186.84;E;184.96;E;183.00;E;180.96;E;178.86;E;176.70;E;174.49;E;172.23;E;169.93;E;167.59;E;165.22;E;162.83;E;160.41;E;157.98;E;155.53;E
47.53;198.60;W;199.24;W;199.70;W;199.95;W;199.99;W;199.79;W;199.36;W;198.66;W;197.68;W;196.40;W;194.81;W;192.89;W;190.61;W;187.96;W;184.91;W;181.44;W;177.53;W;173.16;W;168.30;W;162.93;W;157.02;W;150.56;W;143.53;W;135.91;W;127.70;W;118.90;W;109.52;W;99.64;SW;89.35;SW;78.88;SW;68.62;SW;59.29;SW;52.14;S;48.79;S;50.34;S;56.25;SE;64.93;SE;74.94;SE;85.40;SE;95.79;SE;105.84;SE;115.42;E;124.44;E;132.88;E;140.72;E;147.97;E;154.65;E;160.76;E;166.33;E;171.38;E;175.93;E;180.01;E;183.65;E;186.85;E;189.65;E;192.07;E;194.12;E;195.84;E;197.23;E;198.32;E;199.12;E;199.66;E;199.94;E;199.99;E;199.82;E;199.44;E;198.87;E;198.12;E;197.20;E;196.12;E;194.90;E;193.55;E;192.07;E;190.48;E;188.79;E;187.00;E;185.12;E;183.16;E;181.12;E;179.02;E;176.86;E;174.65;E;172.39;E;170.09;E;167.75;E;165.38;E;162.99;E;160.57;E;158.13;E;155.68;E
48.54;198.66;W;199.29;W;199.73;W;199.96;W;199.98;W;199.77;W;199.30;W;198.58;W;197.57;W;196.26;W;194.62;W;192.65;W;190.32;W;187.61;W;184.49;W;180.94;W;176.94;W;172.45;W;167.47;W;161.95;W;155.86;W;149.19;W;141.91;W;133.98;W;125.39;W;116.12;W;106.15;W;95.50;W;84.20;W;72.37;SW;60.27;SW;48.51;SW;38.53;SW;33.35;S;35.80;SE;44.40;SE;55.73;SE;67.81;SE;79.78;E;91.30;E;102.20;E;112.43;E;121.97;E;130.81;E;138.99;E;146.51;E;153.41;E;159.71;E;165.44;E;170.63;E;175.30;E;179.48;E;183.20;E;186.48;E;189.34;E;191.82;E;193.92;E;195.68;E;197.11;E;198.23;E;199.06;E;199.62;E;199.93;E;200.00;E;199.84;E;199.48;E;198.92;E;198.18;E;197.27;E;196.20;E;194.99;E;193.64;E;192.17;E;190.58;E;188.89;E;187.10;E;185.22;E;183.27;E;181.23;E;179.14;E;176.98;E;174.77;E;172.51;E;170.20;E;167.87;E;165.49;E;163.10;E;160.68;E;158.24;E;155.78;E
49.55;198.69;W;199.31;W;199.74;W;199.97;W;199.98;W;199.75;W;199.27;W;198.53;W;197.50;W;196.17;W;194.51;W;192.51;W;190.15;W;187.40;W;184.24;W;180.64;W;176.58;W;172.03;W;166.97;W;161.36;W;155.17;W;148.37;W;140.93;W;132.81;W;123.98;W;114.40;W;104.05;W;92.88;W;80.89;W;68.06;W;54.44;W;40.25;SW;26.33;SW;16.90;S;21.74;SE;34.86;SE;49.12;E;62.99;E;76.13;E;88.45;E;99.92;E;110.58;E;120.45;E;129.55;E;137.94;E;145.63;E;152.67;E;159.08;E;164.91;E;170.18;E;174.92;E;179.16;E;182.93;E;186.25;E;189.16;E;191.66;E;193.80;E;195.58;E;197.03;E;198.17;E;199.02;E;199.60;E;199.92;E;200.00;E;199.85;E;199.50;E;198.94;E;198.21;E;197.31;E;196.25;E;195.04;E;193.69;E;192.23;E;190.64;E;188.95;E;187.17;E;185.29;E;183.33;E;181.30;E;179.20;E;177.04;E;174.83;E;172.57;E;170.27;E;167.93;E;165.56;E;163.16;E;160.74;E;158.30;E;155.85;E
50.56;198.70;W;199.32;W;199.75;W;199.97;W;199.97;W;199.74;W;199.26;W;198.51;W;197.48;W;196.14;W;194.48;W;192.47;W;190.10;W;187.34;W;184.16;W;180.55;W;176.47;W;171.90;W;166.81;W;161.17;W;154.95;W;148.11;W;140.62;W;132.45;W;123.54;W;113.87;W;103.40;W;92.07;W;79.84;W;66.66;W;52.50;W;37.28;W;20.97;W;3.65;W;14.51;E;31.24;E;46.87;E;61.43;E;74.97;E;87.55;E;99.21;E;110.01;E;119.98;E;129.17;E;137.61;E;145.36;E;152.44;E;158.89;E;164.75;E;170.04;E;174.80;E;179.06;E;182.85;E;186.19;E;189.10;E;191.62;E;193.76;E;195.55;E;197.01;E;198.16;E;199.01;E;199.59;E;199.92;E;200.00;E;199.85;E;199.50;E;198.95;E;198.22;E;197.32;E;196.26;E;195.05;E;193.71;E;192.24;E;190.66;E;188.97;E;187.18;E;185.31;E;183.35;E;181.32;E;179.22;E;177.06;E;174.85;E;172.59;E;170.29;E;167.95;E;165.58;E;163.18;E;160.76;E;158.32;E;155.87;E
51.57;198.68;W;199.31;W;199.74;W;199.97;W;199.98;W;199.75;W;199.28;W;198.53;W;197.51;W;196.18;W;194.52;W;192.53;W;190.17;W;187.42;W;184.26;W;180.67;W;176.61;W;172.07;W;167.01;W;161.41;W;155.23;W;148.44;W;141.02;W;132.92;W;124.11;W;114.56;W;104.25;W;93.13;W;81.20;W;68.47;W;55.02;W;41.11;NW;27.74;NW;19.14;N;23.47;NE;35.88;NE;49.78;E;63.46;E;76.48;E;88.72;E;100.14;E;110.75;E;120.59;E;129.67;E;138.04;E;145.71;E;152.74;E;159.14;E;164.96;E;170.22;E;174.96;E;179.19;E;182.96;E;186.27;E;189.17;E;191.68;E;193.81;E;195.59;E;197.04;E;198.18;E;199.03;E;199.60;E;199.92;E;200.00;E;199.85;E;199.49;E;198.94;E;198.21;E;197.30;E;196.24;E;195.03;E;193.69;E;192.22;E;190.64;E;188.95;E;187.16;E;185.28;E;183.33;E;181.29;E;179.20;E;177.04;E;174.83;E;172.57;E;170.26;E;167.93;E;165.55;E;163.16;E;160.74;E;158.30;E;155.84;E
52.58;198.65;W;199.28;W;199.72;W;199.96;W;199.98;W;199.77;W;199.31;W;198.59;W;197.58;W;196.27;W;194.65;W;192.68;W;190.35;W;187.65;W;184.53;W;180.99;W;177.00;W;172.53;W;167.56;W;162.05;W;155.99;W;149.35;W;142.09;W;134.20;W;125.65;W;116.43;W;106.53;W;95.96;W;84.79;W;73.13;NW;61.27;NW;49.84;NW;40.32;NW;35.46;N;37.75;N;45.90;NE;56.84;NE;68.64;NE;80.43;NE;91.81;E;102.61;E;112.76;E;122.24;E;131.04;E;139.18;E;146.68;E;153.55;E;159.83;E;165.54;E;170.71;E;175.37;E;179.54;E;183.25;E;186.52;E;189.38;E;191.84;E;193.94;E;195.69;E;197.12;E;198.24;E;199.07;E;199.63;E;199.93;E;199.99;E;199.84;E;199.47;E;198.91;E;198.17;E;197.26;E;196.19;E;194.98;E;193.63;E;192.16;E;190.57;E;188.88;E;187.09;E;185.21;E;183.25;E;181.22;E;179.12;E;176.96;E;174.75;E;172.49;E;170.19;E;167.85;E;165.48;E;163.08;E;160.66;E;158.23;E;155.77;E
