x/y;90.00 speed;90.00 dir;88.99 speed;88.99 dir;87.98 speed;87.98 dir;86.97 speed;86.97 dir;85.96 speed;85.96 dir;84.94 speed;84.94 dir;83.93 speed;83.93 dir;82.92 speed;82.92 dir;81.91 speed;81.91 dir;80.90 speed;80.90 dir;79.89 speed;79.89 dir;78.88 speed;78.88 dir;77.87 speed;77.87 dir;76.85 speed;76.85 dir;75.84 speed;75.84 dir;74.83 speed;74.83 dir;73.82 speed;73.82 dir;72.81 speed;72.81 dir;71.80 speed;71.80 dir;70.79 speed;70.79 dir;69.78 speed;69.78 dir;68.76 speed;68.76 dir;67.75 speed;67.75 dir;66.74 speed;66.74 dir;65.73 speed;65.73 dir;64.72 speed;64.72 dir;63.71 speed;63.71 dir;62.70 speed;62.70 dir;61.69 speed;61.69 dir;60.67 speed;60.67 dir;59.66 speed;59.66 dir;58.65 speed;58.65 dir;57.64 speed;57.64 dir;56.63 speed;56.63 dir;55.62 speed;55.62 dir;54.61 speed;54.61 dir;53.60 speed;53.60 dir;52.58 speed;52.58 dir;51.57 speed;51.57 dir;50.56 speed;50.56 dir;49.55 speed;49.55 dir;48.54 speed;48.54 dir;47.53 speed;47.53 dir;46.52 speed;46.52 dir;45.51 speed;45.51 dir;44.49 speed;44.49 dir;43.48 speed;43.48 dir;42.47 speed;42.47 dir;41.46 speed;41.46 dir;40.45 speed;40.45 dir;39.44 speed;39.44 dir;38.43 speed;38.43 dir;37.42 speed;37.42 dir;36.40 speed;36.40 dir;35.39 speed;35.39 dir;34.38 speed;34.38 dir;33.37 speed;33.37 dir;32.36 speed;32.36 dir;31.35 speed;31.35 dir;30.34 speed;30.34 dir;29.33 speed;29.33 dir;28.31 speed;28.31 dir;27.30 speed;27.30 dir;26.29 speed;26.29 dir;25.28 speed;25.28 dir;24.27 speed;24.27 dir;23.26 speed;23.26 dir;22.25 speed;22.25 dir;21.24 speed;21.24 dir;20.22 speed;20.22 dir;19.21 speed;19.21 dir;18.20 speed;18.20 dir;17.19 speed;17.19 dir;16.18 speed;16.18 dir;15.17 speed;15.17 dir;14.16 speed;14.16 dir;13.15 speed;13.15 dir;12.13 speed;12.13 dir;11.12 speed;11.12 dir;10.11 speed;10.11 dir;9.10 speed;9.10 dir;8.09 speed;8.09 dir;7.08 speed;7.08 dir;6.07 speed;6.07 dir;5.06 speed;5.06 dir;4.04 speed;4.04 dir;3.03 speed;3.03 dir;2.02 speed;2.02 dir;1.01 speed;1.01 dir;0.00 speed;0.00 dir
53.60;198.59;W;199.24;W;199.69;W;199.95;W;199.99;W;199.80;W;199.36;W;198.67;W;197.69;W;196.42;W;194.84;W;192.92;W;190.65;W;188.01;W;184.97;W;181.52;W;177.63;W;173.27;W;168.43;W;163.08;W;157.21;W;150.78;W;143.79;W;136.22;W;128.07;W;119.34;W;110.06;NW;100.29;NW;90.15;NW;79.86;NW;69.84;NW;60.81;NW;53.95;N;50.76;N;52.23;N;57.88;NE;66.26;NE;76.01;NE;86.26;NE;96.49;NE;106.41;NE;115.89;E;124.83;E;133.21;E;141.00;E;148.21;E;154.84;E;160.93;E;166.47;E;171.50;E;176.03;E;180.10;E;183.72;E;186.91;E;189.70;E;192.11;E;194.16;E;195.86;E;197.25;E;198.33;E;199.13;E;199.66;E;199.94;E;199.99;E;199.81;E;199.43;E;198.86;E;198.11;E;197.19;E;196.11;E;194.89;E;193.54;E;192.06;E;190.47;E;188.77;E;186.98;E;185.10;E;183.14;E;181.10;E;179.00;E;176.84;E;174.63;E;172.37;E;170.07;E;167.73;E;165.36;E;162.97;E;160.55;E;158.11;E;155.66;E
54.61;198.52;W;199.18;W;199.65;W;199.93;W;200.00;W;199.84;W;199.44;W;198.78;W;197.85;W;196.63;W;195.10;W;193.25;W;191.06;W;188.50;W;185.57;W;182.23;W;178.47;W;174.26;W;169.60;W;164.46;W;158.83;W;152.70;W;146.05;W;138.89;W;131.24;NW;123.11;NW;114.58;NW;105.73;NW;96.74;NW;87.88;NW;79.56;NW;72.43;NW;67.31;N;65.03;N;66.08;N;70.21;NE;76.69;NE;84.64;NE;93.35;NE;102.34;NE;111.26;NE;119.93;NE;128.22;NE;136.06;NE;143.41;E;150.25;E;156.57;E;162.39;E;167.72;E;172.56;E;176.93;E;180.85;E;184.35;E;187.44;E;190.14;E;192.47;E;194.44;E;196.09;E;197.42;E;198.46;E;199.22;E;199.71;E;199.96;E;199.98;E;199.78;E;199.38;E;198.79;E;198.02;E;197.08;E;195.99;E;194.76;E;193.40;E;191.92;E;190.32;E;188.62;E;186.82;E;184.94;E;182.97;E;180.94;E;178.84;E;176.68;E;174.47;E;172.21;E;169.91;E;167.57;E;165.20;E;162.81;E;160.39;E;157.95;E;155.50;E
55.62;198.41;W;199.09;W;199.59;W;199.90;W;200.00;W;199.88;W;199.52;W;198.91;W;198.04;W;196.88;W;195.43;W;193.66;W;191.56;W;189.11;W;186.30;W;183.10;W;179.50;W;175.48;W;171.04;W;166.15;W;160.81;W;155.02;NW;148.78;NW;142.10;NW;135.01;NW;127.55;NW;119.82;NW;111.94;NW;104.08;NW;96.53;NW;89.66;NW;83.97;NW;80.02;N;78.31;N;79.09;N;82.24;N;87.34;NE;93.82;NE;101.17;NE;108.95;NE;116.85;NE;124.66;NE;132.23;NE;139.46;NE;146.30;NE;152.71;NE;158.68;E;164.19;E;169.24;E;173.85;E;178.03;E;181.78;E;185.13;E;188.09;E;190.68;E;192.91;E;194.80;E;196.37;E;197.63;E;198.61;E;199.32;E;199.77;E;199.98;E;199.96;E;199.73;E;199.30;E;198.69;E;197.90;E;196.95;E;195.85;E;194.60;E;193.23;E;191.73;E;190.13;E;188.42;E;186.62;E;184.73;E;182.77;E;180.73;E;178.63;E;176.46;E;174.25;E;171.99;E;169.69;E;167.36;E;164.99;E;162.60;E;160.18;E;157.75;E;155.30;E
56.63;198.28;W;198.99;W;199.52;W;199.86;W;200.00;W;199.92;W;199.61;W;199.06;W;198.25;W;197.17;W;195.80;W;194.13;W;192.14;W;189.82;W;187.15;W;184.11;W;180.70;W;176.90;W;172.70;W;168.10;NW;163.09;NW;157.68;NW;151.87;NW;145.71;NW;139.22;NW;132.46;NW;125.54;NW;118.58;NW;111.78;NW;105.37;NW;99.69;NW;95.09;N;91.98;N;90.65;N;91.25;N;93.72;N;97.80;NE;103.12;NE;109.29;NE;115.98;NE;122.91;NE;129.86;NE;136.69;NE;143.29;NE;149.58;NE;155.53;NE;161.09;NE;166.25;NE;171.01;E;175.36;E;179.31;E;182.86;E;186.04;E;188.85;E;191.30;E;193.42;E;195.21;E;196.69;E;197.88;E;198.79;E;199.43;E;199.83;E;199.99;E;199.94;E;199.67;E;199.21;E;198.57;E;197.75;E;196.78;E;195.66;E;194.40;E;193.02;E;191.51;E;189.90;E;188.18;E;186.37;E;184.48;E;182.51;E;180.47;E;178.37;E;176.20;E;173.99;E;171.73;E;169.43;E;167.10;E;164.73;E;162.34;E;159.93;E;157.50;E;155.06;E
57.64;198.12;W;198.86;W;199.42;W;199.80;W;199.98;W;199.96;W;199.71;W;199.22;W;198.49;W;197.49;W;196.22;W;194.66;W;192.79;W;190.61;W;188.09;W;185.24;W;182.03;W;178.47;NW;174.54;NW;170.24;NW;165.59;NW;160.58;NW;155.24;NW;149.60;NW;143.72;NW;137.66;NW;131.51;NW;125.42;NW;119.55;NW;114.13;NW;109.40;NW;105.65;N;103.14;N;102.08;N;102.56;N;104.54;N;107.85;N;112.24;NE;117.44;NE;123.17;NE;129.20;NE;135.34;NE;141.44;NE;147.41;NE;153.14;NE;158.60;NE;163.73;NE;168.53;NE;172.96;NE;177.03;NE;180.73;NE;184.07;E;187.05;E;189.69;E;192.00;E;193.99;E;195.66;E;197.04;E;198.14;E;198.98;E;199.55;E;199.89;E;200.00;E;199.90;E;199.59;E;199.09;E;198.42;E;197.58;E;196.58;E;195.44;E;194.17;E;192.76;E;191.25;E;189.62;E;187.90;E;186.08;E;184.18;E;182.21;E;180.17;E;178.06;E;175.90;E;173.68;E;171.43;E;169.13;E;166.80;E;164.43;E;162.05;E;159.64;E;157.21;E;154.77;E
58.65;197.93;W;198.70;W;199.30;W;199.73;W;199.96;W;199.99;W;199.80;W;199.39;W;198.74;W;197.83;W;196.66;W;195.22;W;193.49;W;191.45;W;189.11;NW;186.45;NW;183.47;NW;180.16;NW;176.51;NW;172.54;NW;168.25;NW;163.65;NW;158.78;NW;153.68;NW;148.38;NW;142.98;NW;137.56;NW;132.26;NW;127.21;NW;122.61;NW;118.66;N;115.56;N;113.51;N;112.65;N;113.04;N;114.65;N;117.37;N;121.03;NE;125.41;NE;130.31;NE;135.54;NE;140.93;NE;146.35;NE;151.69;NE;156.88;NE;161.84;NE;166.54;NE;170.95;NE;175.05;NE;178.82;NE;182.26;NE;185.36;NE;188.15;NE;190.61;E;192.75;E;194.60;E;196.15;E;197.42;E;198.42;E;199.17;E;199.67;E;199.94;E;199.99;E;199.84;E;199.48;E;198.95;E;198.24;E;197.37;E;196.35;E;195.18;E;193.89;E;192.47;E;190.94;E;189.30;E;187.57;E;185.75;E;183.84;E;181.86;E;179.82;E;177.71;E;175.54;E;173.33;E;171.07;E;168.78;E;166.45;E;164.09;E;161.70;E;159.30;E;156.87;E;154.44;E
59.66;197.70;W;198.51;W;199.16;W;199.63;W;199.91;W;200.00;W;199.88;W;199.55;W;198.98;W;198.18;W;197.12;W;195.80;W;194.22;NW;192.34;NW;190.19;NW;187.73;NW;184.98;NW;181.92;NW;178.57;NW;174.93;NW;171.01;NW;166.83;NW;162.42;NW;157.82;NW;153.10;NW;148.31;NW;143.56;NW;138.95;NW;134.62;NW;130.71;NW;127.39;N;124.81;N;123.12;N;122.41;N;122.73;N;124.06;N;126.32;N;129.37;NE;133.08;NE;137.27;NE;141.79;NE;146.51;NE;151.29;NE;156.05;NE;160.70;NE;165.18;NE;169.45;NE;173.48;NE;177.23;NE;180.69;NE;183.86;NE;186.72;NE;189.29;NE;191.56;NE;193.54;NE;195.24;NE;196.66;E;197.81;E;198.71;E;199.36;E;199.78;E;199.98;E;199.97;E;199.76;E;199.35;E;198.78;E;198.03;E;197.13;E;196.07;E;194.89;E;193.57;E;192.13;E;190.59;E;188.94;E;187.19;E;185.36;E;183.45;E;181.47;E;179.42;E;177.31;E;175.14;E;172.93;E;170.67;E;168.38;E;166.05;E;163.69;E;161.31;E;158.91;E;156.49;E;154.06;E
60.67;197.44;W;198.29;W;198.98;W;199.50;W;199.84;W;199.99;W;199.95;W;199.69;W;199.22;W;198.52;NW;197.59;NW;196.40;NW;194.96;NW;193.26;NW;191.28;NW;189.04;NW;186.52;NW;183.73;NW;180.67;NW;177.36;NW;173.80;NW;170.03;NW;166.07;NW;161.96;NW;157.77;NW;153.55;NW;149.40;NW;145.40;NW;141.68;NW;138.36;NW;135.56;N;133.40;N;131.99;N;131.41;N;131.67;N;132.78;N;134.66;N;137.23;N;140.37;NE;143.96;NE;147.86;NE;151.97;NE;156.17;NE;160.38;NE;164.53;NE;168.55;NE;172.40;NE;176.04;NE;179.45;NE;182.61;NE;185.50;NE;188.12;NE;190.47;NE;192.54;NE;194.35;NE;195.89;NE;197.17;NE;198.20;NE;198.99;E;199.54;E;199.88;E;200.00;E;199.92;E;199.65;E;199.19;E;198.57;E;197.78;E;196.84;E;195.76;E;194.55;E;193.21;E;191.75;E;190.19;E;188.53;E;186.77;E;184.93;E;183.02;E;181.03;E;178.97;E;176.86;E;174.70;E;172.48;E;170.23;E;167.94;E;165.61;E;163.26;E;160.88;E;158.48;E;156.07;E;153.65;E
61.69;197.15;W;198.03;W;198.76;W;199.34;W;199.74;W;199.96;W;199.99;W;199.82;NW;199.45;NW;198.86;NW;198.04;NW;196.99;NW;195.70;NW;194.17;NW;192.39;NW;190.36;NW;188.08;NW;185.55;NW;182.78;NW;179.79;NW;176.59;NW;173.21;NW;169.67;NW;166.02;NW;162.32;NW;158.62;NW;155.00;NW;151.55;NW;148.35;NW;145.52;N;143.15;N;141.34;N;140.16;N;139.67;N;139.89;N;140.81;N;142.39;N;144.56;N;147.23;NE;150.30;NE;153.67;NE;157.24;NE;160.92;NE;164.63;NE;168.30;NE;171.88;NE;175.33;NE;178.60;NE;181.68;NE;184.53;NE;187.15;NE;189.52;NE;191.65;NE;193.53;NE;195.15;NE;196.53;NE;197.67;NE;198.57;NE;199.25;NE;199.70;NE;199.95;E;199.99;E;199.84;E;199.51;E;199.00;E;198.33;E;197.50;E;196.52;E;195.41;E;194.17;E;192.80;E;191.33;E;189.75;E;188.07;E;186.31;E;184.46;E;182.53;E;180.54;E;178.48;E;176.37;E;174.20;E;171.99;E;169.74;E;167.45;E;165.12;E;162.78;E;160.40;E;158.01;E;155.60;E;153.19;E
62.70;196.80;W;197.73;W;198.51;W;199.14;W;199.60;W;199.89;NW;200.00;NW;199.92;NW;199.64;NW;199.16;NW;198.47;NW;197.56;NW;196.43;NW;195.07;NW;193.48;NW;191.66;NW;189.61;NW;187.34;NW;184.86;NW;182.18;NW;179.32;NW;176.31;NW;173.17;NW;169.95;NW;166.70;NW;163.46;NW;160.32;NW;157.34;NW;154.60;NW;152.18;N;150.17;N;148.64;N;147.65;N;147.24;N;147.43;N;148.20;N;149.53;N;151.37;N;153.64;N;156.27;NE;159.17;NE;162.26;NE;165.47;NE;168.72;NE;171.96;NE;175.14;NE;178.20;NE;181.12;NE;183.87;NE;186.43;NE;188.78;NE;190.91;NE;192.81;NE;194.49;NE;195.94;NE;197.16;NE;198.15;NE;198.93;NE;199.49;NE;199.84;NE;199.99;NE;199.95;NE;199.73;NE;199.33;E;198.77;E;198.04;E;197.17;E;196.16;E;195.01;E;193.74;E;192.35;E;190.86;E;189.26;E;187.57;E;185.79;E;183.93;E;182.00;E;180.00;E;177.94;E;175.83;E;173.66;E;171.45;E;169.20;E;166.91;E;164.59;E;162.25;E;159.88;E;157.50;E;155.10;E;152.68;E
63.71;196.42;W;197.39;W;198.22;NW;198.90;NW;199.42;NW;199.78;NW;199.97;NW;199.98;NW;199.81;NW;199.44;NW;198.87;NW;198.10;NW;197.12;NW;195.93;NW;194.53;NW;192.92;NW;191.10;NW;189.08;NW;186.88;NW;184.50;NW;181.96;NW;179.30;NW;176.53;NW;173.70;NW;170.85;NW;168.04;NW;165.32;NW;162.75;NW;160.40;N;158.34;N;156.63;N;155.34;N;154.50;N;154.15;N;154.31;N;154.97;N;156.09;N;157.65;N;159.58;N;161.83;NE;164.32;NE;167.00;NE;169.78;NE;172.62;NE;175.47;NE;178.26;NE;180.97;NE;183.56;NE;186.00;NE;188.27;NE;190.36;NE;192.25;NE;193.94;NE;195.42;NE;196.69;NE;197.75;NE;198.60;NE;199.24;NE;199.69;NE;199.94;NE;200.00;NE;199.88;NE;199.58;NE;199.12;NE;198.49;NE;197.72;E;196.80;E;195.75;E;194.57;E;193.27;E;191.86;E;190.34;E;188.73;E;187.02;E;185.23;E;183.36;E;181.42;E;179.42;E;177.36;E;175.24;E;173.07;E;170.86;E;168.61;E;166.33;E;164.02;E;161.68;E;159.32;E;156.94;E;154.55;E;152.14;E
64.72;195.99;NW;197.00;NW;197.88;NW;198.61;NW;199.20;NW;199.63;NW;199.90;NW;200.00;NW;199.92;NW;199.66;NW;199.22;NW;198.59;NW;197.76;NW;196.74;NW;195.52;NW;194.11;NW;192.52;NW;190.75;NW;188.80;NW;186.71;NW;184.48;NW;182.13;NW;179.71;NW;177.24;NW;174.76;NW;172.32;NW;169.97;NW;167.76;NW;165.75;N;164.00;N;162.55;N;161.45;N;160.74;N;160.45;N;160.58;N;161.13;N;162.09;N;163.41;N;165.06;N;166.98;N;169.12;NE;171.42;NE;173.83;NE;176.30;NE;178.78;NE;181.23;NE;183.60;NE;185.88;NE;188.03;NE;190.03;NE;191.87;NE;193.53;NE;195.01;NE;196.30;NE;197.40;NE;198.30;NE;199.00;NE;199.52;NE;199.85;NE;199.99;NE;199.96;NE;199.75;NE;199.38;NE;198.85;NE;198.17;NE;197.35;NE;196.39;NE;195.29;NE;194.08;E;192.75;E;191.31;E;189.77;E;188.14;E;186.42;E;184.62;E;182.74;E;180.80;E;178.79;E;176.72;E;174.60;E;172.44;E;170.23;E;167.98;E;165.70;E;163.40;E;161.06;E;158.71;E;156.34;E;153.95;E;151.56;E
65.73;195.51;NW;196.56;NW;197.49;NW;198.28;NW;198.93;NW;199.43;NW;199.78;NW;199.97;NW;199.99;NW;199.84;NW;199.52;NW;199.02;NW;198.34;NW;197.48;NW;196.45;NW;195.23;NW;193.85;NW;192.31;NW;190.62;NW;188.79;NW;186.84;NW;184.80;NW;182.69;NW;180.55;NW;178.40;NW;176.29;NW;174.27;NW;172.38;N;170.66;N;169.16;N;167.93;N;167.00;N;166.41;N;166.16;N;166.27;N;166.74;N;167.54;N;168.67;N;170.07;N;171.71;N;173.54;NE;175.52;NE;177.60;NE;179.73;NE;181.88;NE;184.01;NE;186.08;NE;188.06;NE;189.94;NE;191.69;NE;193.29;NE;194.73;NE;196.01;NE;197.11;NE;198.04;NE;198.78;NE;199.35;NE;199.74;NE;199.95;NE;199.99;NE;199.87;NE;199.58;NE;199.14;NE;198.54;NE;197.80;NE;196.93;NE;195.92;NE;194.79;NE;193.54;NE;192.18;NE;190.72;E;189.16;E;187.51;E;185.77;E;183.96;E;182.08;E;180.12;E;178.11;E;176.04;E;173.92;E;171.76;E;169.55;E;167.31;E;165.03;E;162.73;E;160.41;E;158.06;E;155.69;E;153.32;E;150.93;E
66.74;194.97;NW;196.07;NW;197.04;NW;197.89;NW;198.60;NW;199.18;NW;199.60;NW;199.88;NW;200.00;NW;199.95;NW;199.75;NW;199.38;NW;198.85;NW;198.15;NW;197.28;NW;196.26;NW;195.08;NW;193.76;NW;192.30;NW;190.72;NW;189.03;NW;187.27;NW;185.45;NW;183.60;NW;181.75;NW;179.94;NW;178.21;NW;176.59;N;175.13;N;173.86;N;172.81;N;172.03;N;171.52;N;171.31;N;171.41;N;171.80;N;172.48;N;173.43;N;174.62;N;176.02;N;177.58;NE;179.28;NE;181.06;NE;182.90;NE;184.75;NE;186.59;NE;188.38;NE;190.09;NE;191.71;NE;193.22;NE;194.60;NE;195.83;NE;196.91;NE;197.84;NE;198.60;NE;199.20;NE;199.63;NE;199.90;NE;200.00;NE;199.94;NE;199.72;NE;199.35;NE;198.84;NE;198.18;NE;197.38;NE;196.45;NE;195.40;NE;194.23;NE;192.95;NE;191.56;NE;190.07;NE;188.49;NE;186.83;E;185.08;E;183.25;E;181.36;E;179.40;E;177.38;E;175.31;E;173.19;E;171.03;E;168.83;E;166.59;E;164.32;E;162.02;E;159.70;E;157.37;E;155.01;E;152.64;E;150.27;E
67.75;194.39;NW;195.52;NW;196.55;NW;197.45;NW;198.22;NW;198.86;NW;199.36;NW;199.72;NW;199.94;NW;200.00;NW;199.91;NW;199.67;NW;199.27;NW;198.72;NW;198.02;NW;197.18;NW;196.19;NW;195.07;NW;193.83;NW;192.48;NW;191.04;NW;189.53;NW;187.97;NW;186.39;NW;184.81;NW;183.27;NW;181.79;NW;180.41;N;179.17;N;178.09;N;177.21;N;176.55;N;176.12;N;175.94;N;176.02;N;176.36;N;176.93;N;177.74;N;178.74;N;179.93;N;181.26;N;182.70;NE;184.22;NE;185.79;NE;187.38;NE;188.95;NE;190.48;NE;191.95;NE;193.33;NE;194.62;NE;195.78;NE;196.82;NE;197.72;NE;198.48;NE;199.08;NE;199.54;NE;199.84;NE;199.98;NE;199.98;NE;199.82;NE;199.52;NE;199.07;NE;198.48;NE;197.75;NE;196.90;NE;195.93;NE;194.83;NE;193.62;NE;192.31;NE;190.89;NE;189.38;NE;187.78;NE;186.09;NE;184.33;NE;182.50;NE;180.60;E;178.63;E;176.61;E;174.54;E;172.42;E;170.26;E;168.06;E;165.82;E;163.56;E;161.27;E;158.96;E;156.63;E;154.28;E;151.93;E;149.56;E
68.76;193.74;NW;194.92;NW;195.99;NW;196.94;NW;197.78;NW;198.48;NW;199.06;NW;199.50;NW;199.80;NW;199.97;NW;199.99;NW;199.87;NW;199.61;NW;199.20;NW;198.66;NW;197.98;NW;197.17;NW;196.24;NW;195.21;NW;194.07;NW;192.86;NW;191.58;NW;190.26;NW;188.91;NW;187.57;NW;186.26;NW;185.01;N;183.85;N;182.80;N;181.89;N;181.14;N;180.59;N;180.23;N;180.08;N;180.14;N;180.43;N;180.91;N;181.59;N;182.44;N;183.44;N;184.56;N;185.78;NE;187.07;NE;188.40;NE;189.75;NE;191.08;NE;192.38;NE;193.62;NE;194.79;NE;195.86;NE;196.83;NE;197.69;NE;198.42;NE;199.01;NE;199.47;NE;199.79;NE;199.96;NE;199.99;NE;199.88;NE;199.63;NE;199.24;NE;198.71;NE;198.06;NE;197.27;NE;196.37;NE;195.34;NE;194.20;NE;192.96;NE;191.61;NE;190.17;NE;188.63;NE;187.01;NE;185.31;NE;183.54;NE;181.69;NE;179.78;NE;177.81;NE;175.79;E;173.72;E;171.60;E;169.44;E;167.24;E;165.02;E;162.76;E;160.48;E;158.18;E;155.85;E;153.52;E;151.17;E;148.82;E
69.78;193.04;NW;194.26;NW;195.37;NW;196.38;NW;197.27;NW;198.04;NW;198.68;NW;199.20;NW;199.60;NW;199.86;NW;199.99;NW;199.98;NW;199.84;NW;199.57;NW;199.18;NW;198.65;NW;198.01;NW;197.27;NW;196.42;NW;195.48;NW;194.47;NW;193.40;NW;192.29;NW;191.16;NW;190.04;NW;188.94;NW;187.89;N;186.91;N;186.03;N;185.26;N;184.64;N;184.17;N;183.87;N;183.75;N;183.80;N;184.04;N;184.44;N;185.01;N;185.72;N;186.56;N;187.51;N;188.53;N;189.62;NE;190.74;NE;191.87;NE;192.98;NE;194.07;NE;195.10;NE;196.07;NE;196.96;NE;197.74;NE;198.43;NE;198.99;NE;199.44;NE;199.76;NE;199.94;NE;200.00;NE;199.92;NE;199.71;NE;199.37;NE;198.90;NE;198.30;NE;197.57;NE;196.73;NE;195.77;NE;194.70;NE;193.52;NE;192.24;NE;190.86;NE;189.39;NE;187.83;NE;186.19;NE;184.48;NE;182.69;NE;180.83;NE;178.92;NE;176.95;NE;174.92;NE;172.85;NE;170.73;NE;168.58;E;166.39;E;164.16;E;161.92;E;159.64;E;157.35;E;155.04;E;152.71;E;150.38;E;148.03;E
70.79;192.28;NW;193.54;NW;194.70;NW;195.75;NW;196.69;NW;197.52;NW;198.24;NW;198.83;NW;199.31;NW;199.66;NW;199.89;NW;199.99;NW;199.97;NW;199.83;NW;199.57;NW;199.20;NW;198.71;NW;198.13;NW;197.45;NW;196.70;NW;195.87;NW;194.99;NW;194.08;NW;193.14;NW;192.21;NW;191.29;N;190.42;N;189.60;N;188.87;N;188.24;N;187.72;N;187.33;N;187.08;N;186.97;N;187.02;N;187.21;N;187.55;N;188.02;N;188.62;N;189.32;N;190.10;N;190.96;N;191.86;NE;192.79;NE;193.73;NE;194.65;NE;195.55;NE;196.39;NE;197.18;NE;197.88;NE;198.50;NE;199.03;NE;199.44;NE;199.75;NE;199.93;NE;200.00;NE;199.94;NE;199.76;NE;199.46;NE;199.03;NE;198.48;NE;197.81;NE;197.02;NE;196.12;NE;195.11;NE;193.99;NE;192.77;NE;191.46;NE;190.05;NE;188.55;NE;186.97;NE;185.32;NE;183.59;NE;181.79;NE;179.93;NE;178.01;NE;176.03;NE;174.01;NE;171.93;NE;169.82;NE;167.67;NE;165.48;NE;163.27;E;161.03;E;158.76;E;156.48;E;154.18;E;151.87;E;149.54;E;147.21;E
